race_date,race_code,umaban,bamei,chaku,odds_fin
2026-09-19,2026091906040512,1,シュヴァルツシルト　　　　　　　　　,3.0,4.1
2026-09-19,2026091906040512,2,ヴェネチアンキング　　　　　　　　　,10.0,59.7
2026-09-19,2026091906040512,3,リアライズタキオン　　　　　　　　　,8.0,73.7
2026-09-19,2026091906040512,4,ベアハンドキャッチ　　　　　　　　　,6.0,55.8
2026-09-19,2026091906040512,5,エアサロメ　　　　　　　　　　　　　,1.0,4.2
2026-09-19,2026091906040512,6,トモジャオーリー　　　　　　　　　　,5.0,10.1
2026-09-19,2026091906040512,7,ラベンダーヘイズ　　　　　　　　　　,2.0,4.5
2026-09-19,2026091906040512,8,タイセイブルーム　　　　　　　　　　,7.0,23.2
2026-09-19,2026091906040512,9,プルシャプラ　　　　　　　　　　　　,11.0,31.5
2026-09-19,2026091906040512,10,アースミューズ　　　　　　　　　　　,14.0,61.0
2026-09-19,2026091906040512,11,ダノンゴーイチ　　　　　　　　　　　,15.0,17.2
2026-09-19,2026091906040512,12,ナンナンプー　　　　　　　　　　　　,9.0,95.2
2026-09-19,2026091906040512,13,トウタツ　　　　　　　　　　　　　　,12.0,15.6
2026-09-19,2026091906040512,14,マロンカラノテガミ　　　　　　　　　,13.0,177.0
2026-09-19,2026091906040512,15,ロードトライデント　　　　　　　　　,4.0,6.7
2026-09-19,2026091906040512,16,ミスバレンシア　　　　　　　　　　　,16.0,38.1
2026-09-19,2026091909040501,1,フラッシングルビー　　　　　　　　　,4.0,7.5
2026-09-19,2026091909040501,2,ルボワ　　　　　　　　　　　　　　　,5.0,14.9
2026-09-19,2026091909040501,3,ホシヲミテルンナ　　　　　　　　　　,2.0,3.0
2026-09-19,2026091909040501,4,ロンバルディア　　　　　　　　　　　,6.0,3.0
2026-09-19,2026091909040501,5,コパノマハロ　　　　　　　　　　　　,7.0,10.2
2026-09-19,2026091909040501,6,ボビーザグレート　　　　　　　　　　,3.0,3.8
2026-09-19,2026091909040501,7,アイシテルヨナオミ　　　　　　　　　,8.0,100.0
2026-09-19,2026091909040501,8,ベルウッドワタル　　　　　　　　　　,1.0,54.4
2026-09-19,2026091909040502,1,マサノブルスカイ　　　　　　　　　　,5.0,15.2
2026-09-19,2026091909040502,2,ドナズエクリプス　　　　　　　　　　,4.0,43.4
2026-09-19,2026091909040502,3,サイモンジェセル　　　　　　　　　　,7.0,14.7
2026-09-19,2026091909040502,4,ロードフローリス　　　　　　　　　　,2.0,5.4
2026-09-19,2026091909040502,5,ソウカイファンキー　　　　　　　　　,3.0,8.4
2026-09-19,2026091909040502,6,アストラルライト　　　　　　　　　　,6.0,8.0
2026-09-19,2026091909040502,7,ケイジャーダ　　　　　　　　　　　　,8.0,163.5
2026-09-19,2026091909040502,8,サイモンレガシー　　　　　　　　　　,1.0,1.5
2026-09-19,2026091909040503,1,パストザクラウン　　　　　　　　　　,2.0,9.2
2026-09-19,2026091909040503,2,クリコキアナ　　　　　　　　　　　　,4.0,8.9
2026-09-19,2026091909040503,3,アルテクィーン　　　　　　　　　　　,7.0,2.9
2026-09-19,2026091909040503,4,ツーエムマドンナ　　　　　　　　　　,8.0,111.5
2026-09-19,2026091909040503,5,エルピスノヴァ　　　　　　　　　　　,6.0,2.7
2026-09-19,2026091909040503,6,クリノライジング　　　　　　　　　　,11.0,109.9
2026-09-19,2026091909040503,7,ヴァニーユ　　　　　　　　　　　　　,9.0,14.1
2026-09-19,2026091909040503,8,トスカ　　　　　　　　　　　　　　　,1.0,11.8
2026-09-19,2026091909040503,9,マイフレダ　　　　　　　　　　　　　,10.0,20.3
2026-09-19,2026091909040503,10,シャプシュ　　　　　　　　　　　　　,3.0,21.2
2026-09-19,2026091909040503,11,スマートライナー　　　　　　　　　　,5.0,16.3
2026-09-19,2026091909040504,1,ドラギニャン　　　　　　　　　　　　,12.0,83.8
2026-09-19,2026091909040504,2,ジューンベロシティ　　　　　　　　　,2.0,3.0
2026-09-19,2026091909040504,3,シホノスペランツァ　　　　　　　　　,4.0,11.5
2026-09-19,2026091909040504,4,アトラクティーボ　　　　　　　　　　,3.0,53.1
2026-09-19,2026091909040504,5,ホウオウプロサンゲ　　　　　　　　　,5.0,1.7
2026-09-19,2026091909040504,6,ヴァランセカズマ　　　　　　　　　　,9.0,200.7
2026-09-19,2026091909040504,7,ネイチャーシップ　　　　　　　　　　,10.0,85.8
2026-09-19,2026091909040504,8,オオキニ　　　　　　　　　　　　　　,1.0,13.0
2026-09-19,2026091909040504,9,アルヴィア　　　　　　　　　　　　　,11.0,108.7
2026-09-19,2026091909040504,10,ロードリベラシオン　　　　　　　　　,6.0,18.3
2026-09-19,2026091909040504,11,トーアモルペウス　　　　　　　　　　,8.0,114.7
2026-09-19,2026091909040504,12,モンツァフレイバー　　　　　　　　　,7.0,16.5
2026-09-19,2026091909040505,1,ユウスカイ　　　　　　　　　　　　　,8.0,50.4
2026-09-19,2026091909040505,2,イルドボーテ　　　　　　　　　　　　,3.0,6.9
2026-09-19,2026091909040505,3,テムスピード　　　　　　　　　　　　,9.0,26.9
2026-09-19,2026091909040505,4,グッデイチャイカ　　　　　　　　　　,10.0,155.1
2026-09-19,2026091909040505,5,アリアサイン　　　　　　　　　　　　,6.0,9.2
2026-09-19,2026091909040505,6,セイフェリーチェ　　　　　　　　　　,5.0,36.7
2026-09-19,2026091909040505,7,ウォータージェード　　　　　　　　　,4.0,26.7
2026-09-19,2026091909040505,8,インパルスドライブ　　　　　　　　　,1.0,1.2
2026-09-19,2026091909040505,9,ジャスパーレーブ　　　　　　　　　　,2.0,11.2
2026-09-19,2026091909040505,10,シーザットガール　　　　　　　　　　,7.0,117.1
2026-09-19,2026091909040506,1,ベンゲル　　　　　　　　　　　　　　,8.0,46.8
2026-09-19,2026091909040506,2,ベヒル　　　　　　　　　　　　　　　,6.0,139.5
2026-09-19,2026091909040506,3,ジオフィージブル　　　　　　　　　　,3.0,3.6
2026-09-19,2026091909040506,4,エヴァサンライズ　　　　　　　　　　,9.0,18.3
2026-09-19,2026091909040506,5,マーノマエストロ　　　　　　　　　　,2.0,9.8
2026-09-19,2026091909040506,6,スナークモネ　　　　　　　　　　　　,5.0,8.2
2026-09-19,2026091909040506,7,テムレーション　　　　　　　　　　　,4.0,5.9
2026-09-19,2026091909040506,8,キャミソール　　　　　　　　　　　　,7.0,17.1
2026-09-19,2026091909040506,9,ヤマカツチャーリー　　　　　　　　　,11.0,99.1
2026-09-19,2026091909040506,10,アンドレバローズ　　　　　　　　　　,1.0,2.9
2026-09-19,2026091909040506,11,ピースインサイト　　　　　　　　　　,10.0,10.3
2026-09-19,2026091909040507,1,ボンドマティーニ　　　　　　　　　　,11.0,3.9
2026-09-19,2026091909040507,2,アロマフェリス　　　　　　　　　　　,1.0,4.5
2026-09-19,2026091909040507,3,パンチャマハブータ　　　　　　　　　,7.0,11.1
2026-09-19,2026091909040507,4,ベルシュヴァル　　　　　　　　　　　,2.0,10.5
2026-09-19,2026091909040507,5,ラッキーシグネチャ　　　　　　　　　,3.0,78.6
2026-09-19,2026091909040507,6,フィエールシャンテ　　　　　　　　　,4.0,18.7
2026-09-19,2026091909040507,7,ストレートブラック　　　　　　　　　,5.0,14.4
2026-09-19,2026091909040507,8,タガノアルトゥーラ　　　　　　　　　,9.0,6.5
2026-09-19,2026091909040507,9,ゴールドアクセス　　　　　　　　　　,6.0,5.7
2026-09-19,2026091909040507,10,ロングホリデー　　　　　　　　　　　,8.0,18.1
2026-09-19,2026091909040507,11,サトノビダーヤ　　　　　　　　　　　,12.0,17.3
2026-09-19,2026091909040507,12,ディアーモルタル　　　　　　　　　　,10.0,60.2
2026-09-19,2026091909040508,1,シティオブドリーム　　　　　　　　　,2.0,8.7
2026-09-19,2026091909040508,2,ジーティーサクラ　　　　　　　　　　,3.0,1.2
2026-09-19,2026091909040508,3,テングカゼ　　　　　　　　　　　　　,5.0,129.7
2026-09-19,2026091909040508,4,ベルメサージュ　　　　　　　　　　　,6.0,132.0
2026-09-19,2026091909040508,5,メイショウセイクウ　　　　　　　　　,4.0,7.2
2026-09-19,2026091909040508,6,ブラッドバローズ　　　　　　　　　　,1.0,5.5
2026-09-19,2026091909040509,1,シゲルオトヒメ　　　　　　　　　　　,10.0,101.0
2026-09-19,2026091909040509,2,レザーアンドレース　　　　　　　　　,8.0,24.0
2026-09-19,2026091909040509,3,リーチグローリー　　　　　　　　　　,2.0,4.9
2026-09-19,2026091909040509,4,ミティリーニ　　　　　　　　　　　　,7.0,11.4
2026-09-19,2026091909040509,5,ドリームキャリー　　　　　　　　　　,3.0,5.5
2026-09-19,2026091909040509,6,レザンクレール　　　　　　　　　　　,14.0,85.7
2026-09-19,2026091909040509,7,フィデリス　　　　　　　　　　　　　,6.0,83.0
2026-09-19,2026091909040509,8,ナムラハリス　　　　　　　　　　　　,1.0,11.9
2026-09-19,2026091909040509,9,ガイラルディア　　　　　　　　　　　,11.0,41.6
2026-09-19,2026091909040509,10,メイショウアカリ　　　　　　　　　　,12.0,13.4
2026-09-19,2026091909040509,11,メイショウウメゴチ　　　　　　　　　,13.0,47.1
2026-09-19,2026091909040509,12,リアンクトワ　　　　　　　　　　　　,5.0,52.8
2026-09-19,2026091909040509,13,ラグナトーレ　　　　　　　　　　　　,9.0,24.6
2026-09-19,2026091909040509,14,シュネルアンジュ　　　　　　　　　　,4.0,2.2
2026-09-19,2026091909040510,1,タマモブラウンタイ　　　　　　　　　,9.0,7.4
2026-09-19,2026091909040510,2,スネーフリンガ　　　　　　　　　　　,4.0,17.6
2026-09-19,2026091909040510,3,ハルオーブ　　　　　　　　　　　　　,13.0,78.1
2026-09-19,2026091909040510,4,ノボリリア　　　　　　　　　　　　　,2.0,3.2
2026-09-19,2026091909040510,5,ダノンキラウェア　　　　　　　　　　,12.0,14.9
2026-09-19,2026091909040510,6,リヴァイ　　　　　　　　　　　　　　,5.0,2.3
2026-09-19,2026091909040510,7,タガノアンファン　　　　　　　　　　,6.0,7.0
2026-09-19,2026091909040510,8,サンライズプルート　　　　　　　　　,3.0,73.0
2026-09-19,2026091909040510,9,ジューンキートス　　　　　　　　　　,15.0,301.6
2026-09-19,2026091909040510,10,ヒーローインチーフ　　　　　　　　　,7.0,31.4
2026-09-19,2026091909040510,11,ミキノバカラ　　　　　　　　　　　　,11.0,46.3
2026-09-19,2026091909040510,12,ビーアイフォルテ　　　　　　　　　　,1.0,248.9
2026-09-19,2026091909040510,13,ウチュウノセカイ　　　　　　　　　　,8.0,47.4
2026-09-19,2026091909040510,14,ヤマニンレセディ　　　　　　　　　　,10.0,208.8
2026-09-19,2026091909040510,15,インフローレ　　　　　　　　　　　　,14.0,63.0
2026-09-19,2026091909040511,1,テイエムヒショウ　　　　　　　　　　,15.0,74.0
2026-09-19,2026091909040511,2,トゥロン　　　　　　　　　　　　　　,2.0,79.6
2026-09-19,2026091909040511,3,マッシャーブルム　　　　　　　　　　,11.0,74.0
2026-09-19,2026091909040511,4,ニューオーリンズ　　　　　　　　　　,9.0,3.4
2026-09-19,2026091909040511,5,サンダーバース　　　　　　　　　　　,7.0,30.6
2026-09-19,2026091909040511,6,メイショウツヨキ　　　　　　　　　　,13.0,10.3
2026-09-19,2026091909040511,7,ハクサンアイリス　　　　　　　　　　,10.0,12.0
2026-09-19,2026091909040511,8,キャピタルサックス　　　　　　　　　,16.0,20.5
2026-09-19,2026091909040511,9,リサシテーション　　　　　　　　　　,1.0,8.1
2026-09-19,2026091909040511,10,カルパ　　　　　　　　　　　　　　　,3.0,45.4
2026-09-19,2026091909040511,11,エムズマインド　　　　　　　　　　　,4.0,34.9
2026-09-19,2026091909040511,12,ケイアイメキラ　　　　　　　　　　　,12.0,159.6
2026-09-19,2026091909040511,13,トウカイポワール　　　　　　　　　　,5.0,100.5
2026-09-19,2026091909040511,14,タイセイミッション　　　　　　　　　,14.0,77.0
2026-09-19,2026091909040511,15,エブリーポッシブル　　　　　　　　　,6.0,2.3
2026-09-19,2026091909040511,16,シゲルソロソロ　　　　　　　　　　　,8.0,32.5
2026-09-19,2026091909040512,1,ダイヤモンド　　　　　　　　　　　　,2.0,13.1
2026-09-19,2026091909040512,2,キャッチアシーフ　　　　　　　　　　,1.0,6.5
2026-09-19,2026091909040512,3,グラスゴー　　　　　　　　　　　　　,6.0,42.4
2026-09-19,2026091909040512,4,ワイルドブッター　　　　　　　　　　,11.0,8.2
2026-09-19,2026091909040512,5,マダムイグレイン　　　　　　　　　　,4.0,7.7
2026-09-19,2026091909040512,6,セイウンバジリスク　　　　　　　　　,13.0,41.9
2026-09-19,2026091909040512,7,ダディーズアイル　　　　　　　　　　,7.0,74.3
2026-09-19,2026091909040512,8,サヨノパララックス　　　　　　　　　,10.0,20.3
2026-09-19,2026091909040512,9,レオナルドスター　　　　　　　　　　,9.0,53.8
2026-09-19,2026091909040512,10,パワポケビー　　　　　　　　　　　　,14.0,201.1
2026-09-19,2026091909040512,11,レジェンダリーデイ　　　　　　　　　,15.0,69.1
2026-09-19,2026091909040512,12,フェゲフォイア　　　　　　　　　　　,12.0,124.5
2026-09-19,2026091909040512,13,リトセア　　　　　　　　　　　　　　,16.0,25.3
2026-09-19,2026091909040512,14,エイユーサクラ　　　　　　　　　　　,3.0,2.7
2026-09-19,2026091909040512,15,セガンティーニ　　　　　　　　　　　,5.0,25.1
2026-09-19,2026091909040512,16,ロードヴァルカン　　　　　　　　　　,8.0,5.7
2026-09-20,2026092006040601,1,イカルステソーロ　　　　　　　　　　,12.0,28.8
2026-09-20,2026092006040601,2,アイビークロノス　　　　　　　　　　,13.0,29.1
2026-09-20,2026092006040601,3,コスモセイント　　　　　　　　　　　,6.0,115.7
2026-09-20,2026092006040601,4,ノシェリー　　　　　　　　　　　　　,2.0,5.9
2026-09-20,2026092006040601,5,サイモントレノ　　　　　　　　　　　,5.0,122.5
2026-09-20,2026092006040601,6,オーケーエース　　　　　　　　　　　,4.0,11.6
2026-09-20,2026092006040601,7,ゴルトシェーン　　　　　　　　　　　,9.0,82.6
2026-09-20,2026092006040601,8,ウィンターブリーズ　　　　　　　　　,1.0,1.4
2026-09-20,2026092006040601,9,リュウノタキノボリ　　　　　　　　　,15.0,17.2
2026-09-20,2026092006040601,10,ニシノツムジカゼ　　　　　　　　　　,14.0,32.9
2026-09-20,2026092006040601,11,ニシノハクシャ　　　　　　　　　　　,7.0,209.2
2026-09-20,2026092006040601,12,サスケソルトバーン　　　　　　　　　,8.0,51.2
2026-09-20,2026092006040601,13,ミクニルミナス　　　　　　　　　　　,10.0,155.0
2026-09-20,2026092006040601,14,コーズウルルン　　　　　　　　　　　,11.0,32.4
2026-09-20,2026092006040601,15,ラインホルト　　　　　　　　　　　　,3.0,12.8
2026-09-20,2026092006040602,1,ホワイトホール　　　　　　　　　　　,4.0,29.7
2026-09-20,2026092006040602,2,フォンターナドーロ　　　　　　　　　,2.0,8.0
2026-09-20,2026092006040602,3,セレスティナ　　　　　　　　　　　　,5.0,5.5
2026-09-20,2026092006040602,4,ベールダウン　　　　　　　　　　　　,11.0,5.4
2026-09-20,2026092006040602,5,リアスハート　　　　　　　　　　　　,6.0,39.4
2026-09-20,2026092006040602,6,カラスアゲハ　　　　　　　　　　　　,14.0,175.6
2026-09-20,2026092006040602,7,レイナクリューソス　　　　　　　　　,3.0,34.1
2026-09-20,2026092006040602,8,アヴァンデセール　　　　　　　　　　,13.0,21.2
2026-09-20,2026092006040602,9,ラヴレイン　　　　　　　　　　　　　,10.0,86.7
2026-09-20,2026092006040602,10,セイウンコハルタ　　　　　　　　　　,12.0,100.5
2026-09-20,2026092006040602,11,アテナブレイブ　　　　　　　　　　　,1.0,2.4
2026-09-20,2026092006040602,12,ジェイエルキール　　　　　　　　　　,7.0,5.9
2026-09-20,2026092006040602,13,セールデュクール　　　　　　　　　　,8.0,48.3
2026-09-20,2026092006040602,14,ヌンエリン　　　　　　　　　　　　　,9.0,190.2
2026-09-20,2026092006040603,1,オオルリ　　　　　　　　　　　　　　,,144.3
2026-09-20,2026092006040603,2,ハンデンブレイズ　　　　　　　　　　,3.0,15.3
2026-09-20,2026092006040603,3,セイウンオオゾラ　　　　　　　　　　,6.0,5.5
2026-09-20,2026092006040603,4,オペレッタテソーロ　　　　　　　　　,11.0,127.3
